,ARTIST,Rank,TITLE,Year,ARTIST_Full
1212,Jennifer Lopez,15,All I Have,2003.0,Jennifer Lopez feat. LL Cool J
1213,Christina Aguilera,16,Beautiful,2003.0,Christina Aguilera
1214,Busta Rhymes and Mariah Carey,17,I Know what you Want,2003.0,Busta Rhymes and Mariah Carey feat. The Flipmode Squad
1215,Avril Lavigne,18,I’m with You,2003.0,Avril Lavigne
1216,Uncle Kracker,19,Drift Away,2003.0,Uncle Kracker feat. Dobie Gray
1217,Lil’ Kim,20,Magic Stick,2003.0,Lil’ Kim feat. 50 Cent
1218,50 Cent,21,P.I.M.P.,2003.0,50 Cent
1219,B2K and P. Diddy,22,"Bump, Bump, Bump",2003.0,B2K and P. Diddy
1220,Fabolous,23,Into You,2003.0,Fabolous feat. Tamia Or Ashanti
1221,Fabolous,24,Can’t let you Go,2003.0,Fabolous feat. Mike Shorey and Lil’ Mo
1222,Ja Rule,25,Mesmerize,2003.0,Ja Rule feat. Ashanti
1223,Black Eyed Peas,26,Where is the Love?,2003.0,Black Eyed Peas
1224,Santana,27,The Game of Love,2003.0,Santana feat. Michelle Branch
1225,Eminem,28,Lose Yourself,2003.0,Eminem
1226,Ashanti,29,Rock wit U (Awww Baby),2003.0,Ashanti
1227,Justin Timberlake,30,Cry me a River,2003.0,Justin Timberlake
1228,Tyrese,31,How you Gonna Act Like That,2003.0,Tyrese
1229,Justin Timberlake,32,Rock your Body,2003.0,Justin Timberlake
1230,Wayne Wonder,33,No Letting Go,2003.0,Wayne Wonder
1231,Pharrell,34,Frontin’,2003.0,Pharrell feat. Jay-Z
1232,Dixie Chicks,35,Landslide,2003.0,Dixie Chicks
1233,Missy “Misdemeanor” Elliott,36,Work It,2003.0,Missy “Misdemeanor” Elliott
1234,Jay-Z,37,’03 Bonnie & Clyde,2003.0,Jay-Z feat. Beyonce Knowles
1235,Nivea,38,Don’t Mess with my Man,2003.0,Nivea feat. Brian and Brandon Casey
1236,Monica,39,So Gone,2003.0,Monica
1237,Nelly,40,Air Force Ones,2003.0,"Nelly feat. Kyjuan, Ali and Murphy Lee"
1238,Lumidee,41,"Never Leave You – Uh Ooh, Uh Oooh!",2003.0,Lumidee
1239,Snoop Dogg,42,Beautiful,2003.0,Snoop Dogg feat. Pharrell and Uncle Charlie Wilson
1240,Missy “Misdemeanor” Elliott,43,Gossip Folks,2003.0,Missy “Misdemeanor” Elliott feat. Ludacris
1241,Kelly Clarkson,44,Miss Independent,2003.0,Kelly Clarkson
1242,Train,45,Calling All Angels,2003.0,Train
1243,YoungBloodZ,46,Damn!,2003.0,YoungBloodZ feat. Lil Jon
1244,Clay Aiken,47,This is the Night,2003.0,Clay Aiken
1245,John Mayer,48,Your Body is a Wonderland,2003.0,John Mayer
1246,Trapt,49,Headstrong,2003.0,Trapt
1247,Ginuwine,50,In those Jeans,2003.0,Ginuwine
1248,Ludacris,51,Stand Up,2003.0,Ludacris feat. Shawnna
1249,Jason Mraz,52,The Remedy (I won’t Worry),2003.0,Jason Mraz
1250,Santana,53,Why Don’t You & I,2003.0,Santana feat. Alex Band Or Chad Kroeger
1251,Jay-Z,54,Excuse Me Miss,2003.0,Jay-Z
1252,Jennifer Lopez,55,Jenny from the Block,2003.0,Jennifer Lopez feat. Styles and Jadakiss
1253,Michelle Branch,56,Are you Happy Now?,2003.0,Michelle Branch
1254,Shania Twain,57,Forever and for Always,2003.0,Shania Twain
1255,Nas,58,I Can,2003.0,Nas
1256,No Doubt,59,Underneath it All,2003.0,No Doubt feat. Lady Saw
1257,Daniel Bedingfield,60,If you’re not the One,2003.0,Daniel Bedingfield
1258,R. Kelly,61,Thoia Thoing,2003.0,R. Kelly
1259,3 Doors Down,62,Here without You,2003.0,3 Doors Down
1260,50 Cent,63,Wanksta,2003.0,50 Cent
1261,Mya,64,My Love is Like… Wo,2003.0,Mya
1262,Alan Jackson and Jimmy Buffett,65,It’s Five O’Clock Somewhere,2003.0,Alan Jackson and Jimmy Buffett
1263,Sean Paul,66,Like Glue,2003.0,Sean Paul
1264,Christina Aguilera,67,Can’t Hold us Down,2003.0,Christina Aguilera feat. Lil’ Kim
1265,Lonestar,68,My Front Porch Looking In,2003.0,Lonestar
1266,Amanda Perez,69,Angel,2003.0,Amanda Perez
1267,Puddle Of Mudd,70,She Hates Me,2003.0,Puddle Of Mudd
1268,Frankie J,71,Don’t Wanna Try,2003.0,Frankie J
1269,Lil’ Kim,72,The Jump Off,2003.0,Lil’ Kim feat. Mr. Cheeks
1270,Jewel,73,Intuition,2003.0,Jewel
1271,Ginuwine,74,Hell Yeah,2003.0,Ginuwine feat. Baby
1272,Toby Keith Duet With Willie Nelson,75,Beer for my Horses,2003.0,Toby Keith Duet With Willie Nelson
1273,Chingy,76,Holidae In,2003.0,Chingy feat. Ludacris and Snoop Dogg
1274,Baby Bash,77,Suga Suga,2003.0,Baby Bash feat. Frankie J
1275,Erykah Badu,78,Love of my Life (An Ode to Hip Hop),2003.0,Erykah Badu feat. Common
1276,Christina Aguilera,79,Fighter,2003.0,Christina Aguilera
1277,2Pac,80,Thugz Mansion,2003.0,2Pac
1278,Coldplay,81,Clocks,2003.0,Coldplay
1279,Jaheim,82,Put that Woman First,2003.0,Jaheim
1280,Ashanti,83,Rain on Me,2003.0,Ashanti
1281,Mark Wills,84,19 Somethin’,2003.0,Mark Wills
1282,Young Gunz,85,"Can’t Stop, Won’t Stop",2003.0,Young Gunz
1283,Brooks and Dunn,86,Red Dirt Road,2003.0,Brooks and Dunn
1284,Dierks Bentley,87,What was I Thinkin’,2003.0,Dierks Bentley
1285,Ruben Studdard,88,Flying without Wings,2003.0,Ruben Studdard
1286,Eminem,89,Sing for the Moment,2003.0,Eminem
1287,Darryl Worley,90,Have you Forgotten?,2003.0,Darryl Worley
1288,Kenny Chesney,91,"No Shoes, No Shirt, No Problems",2003.0,Kenny Chesney
1289,Aaliyah,92,Come Over,2003.0,Aaliyah
1290,Field Mob,93,Sick of Being Lonely,2003.0,Field Mob
1291,R. Kelly,94,Step in the Name of Love,2003.0,R. Kelly
1292,Thalia,95,I Want You,2003.0,Thalia feat. Fat Joe
1293,Audioslave,96,Like a Stone,2003.0,Audioslave
1294,Norah Jones,97,Don’t know Why,2003.0,Norah Jones
1295,Eminem,98,Superman,2003.0,Eminem
1296,Tim McGraw,99,Real Good Man,2003.0,Tim McGraw
1297,Floetry,100,Say Yes,2003.0,Floetry
1298,Nickelback,1,How Your Remind Me,2002.0,Nickelback
1299,Ashanti,2,Foolish,2002.0,Ashanti
1300,Nelly,3,Hot in Herre,2002.0,Nelly
1301,Nelly,4,Dilemma,2002.0,Nelly feat. Kelly Rowland
1302,The Calling,5,Wherever you Will Go,2002.0,The Calling
1303,Vanessa Carlton,6,A Thousand Miles,2002.0,Vanessa Carlton
1304,Linkin Park,7,In the End,2002.0,Linkin Park
1305,Fat Joe,8,What’s Luv?,2002.0,Fat Joe feat. Ashanti
1306,Usher,9,U Got it Bad,2002.0,Usher
1307,Puddle Of Mudd,10,Blurry,2002.0,Puddle Of Mudd
1308,Avril Lavigne,11,Complicated,2002.0,Avril Lavigne
1309,Ja Rule,12,Always on Time,2002.0,Ja Rule feat. Ashanti
1310,Jennifer Lopez,13,Ain’t it Funny,2002.0,Jennifer Lopez feat. Ja Rule
1311,Jimmy Eat World,14,The Middle,2002.0,Jimmy Eat World
1312,P. Diddy,15,I Need a Girl (Part One),2002.0,P. Diddy feat. Usher and Loon
1313,Usher,16,U Don’t have to Call,2002.0,Usher
1314,Mary J. Blige,17,Family Affair,2002.0,Mary J. Blige
1315,P. Diddy and Ginuwine,18,I Need a Girl (Part Two),2002.0,"P. Diddy and Ginuwine feat. Loon, Mario Winans and Tammy Ruggeri"
1316,Eve,19,Gangsta Lovin’,2002.0,Eve feat. Alicia Keys
1317,Creed,20,My Sacrifice,2002.0,Creed
1318,Eminem,21,Without Me,2002.0,Eminem
1319,Enrique Iglesias,22,Hero,2002.0,Enrique Iglesias
1320,Michelle Branch,23,All You Wanted,2002.0,Michelle Branch
1321,Pink,24,Get the Party Started,2002.0,Pink
1322,Chad Kroeger,25,Hero,2002.0,Chad Kroeger feat. Josey Scott
1323,Default,26,Wasting My Time,2002.0,Default
1324,Creed,27,One Last Breath,2002.0,Creed
1325,Shakira,28,"Whenever, Wherever",2002.0,Shakira
1326,Jennifer Lopez,29,I’m Gonna Be Alright,2002.0,Jennifer Lopez feat. Nas
1327,Cam’ron,30,Oh Boy,2002.0,Cam’ron feat. Juelz Santana
1328,DJ Sammy and Yanou,31,Heaven,2002.0,DJ Sammy and Yanou feat. Do
1329,No Doubt,32,Hey Baby,2002.0,No Doubt feat. Bounty Killer
1330,‘N Sync,33,Girlfriend,2002.0,‘N Sync feat. Nelly
1331,Mario,34,Just a Friend 2002,2002.0,Mario
1332,Sheryl Crow,35,Soak up the Sun,2002.0,Sheryl Crow
1333,Pink,36,Don’t Let Me Get Me,2002.0,Pink
1334,N.O.R.E.,37,Nothin’,2002.0,N.O.R.E.
1335,Tweet,38,Oops (Oh My),2002.0,Tweet
1336,Kelly Clarkson,39,A Moment Like This,2002.0,Kelly Clarkson
1337,Truth Hurts,40,Addictive,2002.0,Truth Hurts feat. Rakim
1338,Ashanti,41,Happy,2002.0,Ashanti
1339,John Mayer,42,No Such Thing,2002.0,John Mayer
1340,Pink,43,Just Like a Pill,2002.0,Pink
1341,Irv Gotti Presents The Inc.,44,Down 4 U,2002.0,"Irv Gotti Presents The Inc. feat. Ja Rule, Ashanti, Charli Baltimore and Vita"
1342,Kylie Minogue,45,Can’t Get You Out Of My Head,2002.0,Kylie Minogue
1343,Five For Fighting,46,Superman (It’s not Easy),2002.0,Five For Fighting
1344,Eminem,47,Cleanin’ out my Closet,2002.0,Eminem
1345,Musiq,48,Halfcrazy,2002.0,Musiq
1346,Mr. Cheeks,49,"Lights, Camera, Action!",2002.0,Mr. Cheeks
1347,Big Tymers,50,Still Fly,2002.0,Big Tymers
1348,Alicia Keys,51,A Woman’s Worth,2002.0,Alicia Keys
1349,Craig David,52,7 Days,2002.0,Craig David
1350,Cam’ron,53,Hey Ma,2002.0,"Cam’ron feat. Juelz Santana, Freekey Zekey and Toya"
1351,Missy “Misdemeanor” Elliott,54,Work It,2002.0,Missy “Misdemeanor” Elliott
1352,Ludacris,55,Move Bitch,2002.0,Ludacris feat. Mystikal and Infamous 2.0
1353,LeAnn Rimes,56,Can’t Fight the Moonlight,2002.0,LeAnn Rimes
1354,Enrique Iglesias,57,Escape,2002.0,Enrique Iglesias
1355,Aaliyah,58,More than a Woman,2002.0,Aaliyah
1356,No Doubt,59,Hello Good,2002.0,No Doubt
1357,Faith Evans,60,I Love You,2002.0,Faith Evans
1358,Daniel Bedingfield,61,Gotta Get Thru This,2002.0,Daniel Bedingfield
1359,Busta Rhymes,62,Pass the Courvoisier Part II,2002.0,Busta Rhymes feat. P. Diddy and Pharrell
1360,Eminem,63,Lose Yourself,2002.0,Eminem
1361,Michael Jackson,64,Butterflies,2002.0,Michael Jackson
1362,Brandy,65,What About Us?,2002.0,Brandy
1363,Shakira,66,Underneath your Clothes,2002.0,Shakira
1364,Mary J. Blige,67,Rainy Dayz,2002.0,Mary J. Blige feat. Ja Rule
1365,Ginuwine,68,Differences,2002.0,Ginuwine
1366,Angie Martinez,69,If I could Go!,2002.0,Angie Martinez feat. Lil’ Mo and Sacario
1367,OutKast,70,The Whole World,2002.0,OutKast feat. Killer Mike
1368,No Doubt,71,Underneath it All,2002.0,No Doubt feat. Lady Saw
1369,City High,72,Caramel,2002.0,City High feat. Eve
1370,LL Cool J,73,Luv U Better,2002.0,LL Cool J
1371,Sean Paul,74,Gimme the Light,2002.0,Sean Paul
1372,‘N Sync,75,Gone,2002.0,‘N Sync
1373,Ja Rule,76,Livin’ it Up,2002.0,Ja Rule feat. Case
1374,Ludacris,77,Roll Out (My Business),2002.0,Ludacris
1375,Goo Goo Dolls,78,Here is Gone,2002.0,Goo Goo Dolls
1376,Mary J. Blige,79,No More Drama,2002.0,Mary J. Blige
1377,Dirty Vegas,80,Days go By,2002.0,Dirty Vegas
1378,Ashanti,81,Baby,2002.0,Ashanti
1379,Kenny Chesney,82,The Good Stuff,2002.0,Kenny Chesney
1380,Fat Joe,83,We Thuggin’,2002.0,Fat Joe feat. R. Kelly
1381,Steve Holy,84,Good Morning Beautiful,2002.0,Steve Holy
1382,Aaliyah,85,Rock the Boat,2002.0,Aaliyah
1383,Alan Jackson,86,Drive (For Daddy Gene),2002.0,Alan Jackson
1384,Jewel,87,Standing Still,2002.0,Jewel
1385,Jaheim,88,Anything,2002.0,Jaheim feat. Next
1386,Brandy,89,Full Moon,2002.0,Brandy
1387,B2K,90,Uh Huh,2002.0,B2K
1388,Celine Dion,91,A New Day has Come,2002.0,Celine Dion
1389,Nelly Furtado,92,Turn Off the Light,2002.0,Nelly Furtado
1390,George Strait,93,Living and Living Well,2002.0,George Strait
1391,Toby Keith,94,My List,2002.0,Toby Keith
1392,Alanis Morissette,95,Hands Clean,2002.0,Alanis Morissette
1393,Avril Lavigne,96,Sk8er Boi,2002.0,Avril Lavigne
1394,Dixie Chicks,97,Long Time Gone,2002.0,Dixie Chicks
1395,Alan Jackson,98,Where Were You (When the World Stopped Turning),2002.0,Alan Jackson
1396,Justin Timberlake,99,Like I Love You,2002.0,Justin Timberlake
1397,Toya,100,I Do!!,2002.0,Toya
1398,Lifehouse,1,Hanging By A Moment,2001.0,Lifehouse
1399,Alicia Keys,2,Fallin’,2001.0,Alicia Keys
1400,Janet,3,All For You,2001.0,Janet
1401,Train,4,Drops Of Jupiter (Tell Me),2001.0,Train
1402,Jennifer Lopez,5,I’m Real,2001.0,Jennifer Lopez feat. Ja Rule
1403,matchbox twenty,6,If You’re Gone,2001.0,matchbox twenty
1404,Eve,7,Let Me Blow Ya Mind,2001.0,Eve feat. Gwen Stefani
1405,Dido,8,Thank You,2001.0,Dido
1406,Lenny Kravitz,9,Again,2001.0,Lenny Kravitz
1407,Destiny’s Child,10,Independent Women Part I,2001.0,Destiny’s Child
1408,Blu Cantrell,11,Hit ‘Em Up Style (Oops!),2001.0,Blu Cantrell
1409,Shaggy,12,It Wasn’t Me,2001.0,Shaggy feat. Ricardo “RikRok” Ducent
1410,Joe,13,Stutter,2001.0,Joe feat. Mystikal
1411,Staind,14,It’s Been Awhile,2001.0,Staind
1412,Usher,15,U Remind Me,2001.0,Usher
1413,Jagged Edge With Nelly,16,Where The Party At,2001.0,Jagged Edge With Nelly
1414,Shaggy,17,Angel,2001.0,Shaggy feat. Rayvon
1415,Nelly,18,Ride Wit Me,2001.0,Nelly feat. City Spud
1416,Uncle Kracker,19,Follow Me,2001.0,Uncle Kracker
1417,112,20,Peaches & Cream,2001.0,112
1418,Incubus,21,Drive,2001.0,Incubus
1419,City High,22,What Would You Do?,2001.0,City High
1420,Destiny’s Child,23,Survivor,2001.0,Destiny’s Child
1421,"Christina Aguilera, Lil’ Kim, Mya and Pink",24,Lady Marmalade,2001.0,"Christina Aguilera, Lil’ Kim, Mya and Pink"
1422,Outkast,25,Ms. Jackson,2001.0,Outkast
1423,Jennifer Lopez,26,Love Don’t Cost A Thing,2001.0,Jennifer Lopez
1424,Faith Hill,27,The Way You Love Me,2001.0,Faith Hill
1425,Dream,28,He Loves U Not,2001.0,Dream
1426,Crazy Town,29,Butterfly,2001.0,Crazy Town
1427,Ja Rule,30,Put It On Me,2001.0,Ja Rule feat. Lil’ Mo and Vita
1428,Mary J. Blige,31,Family Affair,2001.0,Mary J. Blige
1429,Lee Ann Womack and Sons Of The Desert,32,I Hope You Dance,2001.0,Lee Ann Womack and Sons Of The Desert
1430,Moby,33,South Side,2001.0,Moby feat. Gwen Stefani
1431,Madonna,34,Don’t Tell Me,2001.0,Madonna
1432,Missy “Misdemeanor” Elliott,35,Get Ur Freak On,2001.0,Missy “Misdemeanor” Elliott
1433,K-Ci and JoJo,36,Crazy,2001.0,K-Ci and JoJo
1434,Craig David,37,Fill Me In,2001.0,Craig David
1435,Janet,38,Someone To Call My Lover,2001.0,Janet
1436,Creed,39,With Arms Wide Open,2001.0,Creed
1437,Mya,40,Case Of The Ex (Whatcha Gonna Do),2001.0,Mya
1438,O-Town,41,All Or Nothing,2001.0,O-Town
1439,Destiny’s Child,42,Bootylicious,2001.0,Destiny’s Child
1440,Nelly Furtado,43,I’m Like A Bird,2001.0,Nelly Furtado
1441,3 Doors Down,44,Kryptonite,2001.0,3 Doors Down
1442,R. Kelly,45,Fiesta,2001.0,R. Kelly feat. Jay-Z
1443,Sugar Ray,46,When It’s Over,2001.0,Sugar Ray
1444,Aerosmith,47,Jaded,2001.0,Aerosmith
1445,Jagged Edge,48,Promise,2001.0,Jagged Edge
1446,Case,49,Missing You,2001.0,Case
1447,Ginuwine,50,Differences,2001.0,Ginuwine
1448,‘N Sync,51,This I Promise You,2001.0,‘N Sync
1449,Jay-Z,52,Izzo (H.O.V.A.),2001.0,Jay-Z
1450,Lil’ Mo,53,Superwoman Pt. II,2001.0,Lil’ Mo feat. Fabolous
1451,Evan And Jaron,54,Crazy For This Girl,2001.0,Evan And Jaron
1452,Ricky Martin and Christina Aguilera,55,Nobody Wants To Be Lonely,2001.0,Ricky Martin and Christina Aguilera
1453,Jay-Z,56,I Just Wanna Love U (Give It 2 Me),2001.0,Jay-Z
1454,Missy “Misdemeanor” Elliott,57,One Minute Man,2001.0,Missy “Misdemeanor” Elliott
1455,Mystikal,58,Danger (Been So Long),2001.0,Mystikal feat. Nivea
1456,Enya,59,Only Time,2001.0,Enya
1457,Toya,60,I Do!!,2001.0,Toya
1458,S Club 7,61,Never Had A Dream Come True,2001.0,S Club 7
1459,Tamia,62,Stranger In My House,2001.0,Tamia
1460,Jessica Simpson,63,Irresistible,2001.0,Jessica Simpson
1461,Sunshine Anderson,64,Heard It All Before,2001.0,Sunshine Anderson
1462,Dave Matthews Band,65,The Space Between,2001.0,Dave Matthews Band
1463,Faith Hill,66,There You’ll Be,2001.0,Faith Hill
1464,Musiq Soulchild,67,Love,2001.0,Musiq Soulchild
1465,112,68,It’s Over Now,2001.0,112
1466,3LW,69,No More (Baby I’ma Do Right),2001.0,3LW
1467,Nelly Furtado,70,Turn Off The Light,2001.0,Nelly Furtado
1468,Brooks and Dunn,71,Ain’t Nothing `Bout You,2001.0,Brooks and Dunn
1469,Jennifer Lopez,72,Play,2001.0,Jennifer Lopez
1470,Lonestar,73,I’m Already There,2001.0,Lonestar
1471,Lil’ Romeo,74,My Baby,2001.0,Lil’ Romeo
1472,U2,75,Beautiful Day,2001.0,U2
1473,Blake Shelton,76,Austin,2001.0,Blake Shelton
1474,Ludacris,77,Southern Hospitality,2001.0,Ludacris
1475,Tim McGraw,78,Grown Men Don’t Cry,2001.0,Tim McGraw
1476,Ja Rule,79,Livin’ It Up,2001.0,Ja Rule feat. Case
1477,Mariah Carey,80,Loverboy,2001.0,Mariah Carey feat. Cameo
1478,Isley Brothers,81,Contagious,2001.0,Isley Brothers feat. Ronald Isley AKA Mr. Biggs
1479,Jessica Andrews,82,Who I Am,2001.0,Jessica Andrews
1480,Erick Sermon,83,Music,2001.0,Erick Sermon feat. Marvin Gaye
1481,Willa Ford,84,I Wanna Be Bad,2001.0,Willa Ford
1482,Kenny Chesney,85,Don’t Happen Twice,2001.0,Kenny Chesney
1483,Diamond Rio,86,One More Day,2001.0,Diamond Rio
1484,R. Kelly,87,I Wish,2001.0,R. Kelly
1485,Travis Tritt,88,It’s A Great Day To Be Alive,2001.0,Travis Tritt
1486,Trick Daddy,89,I’m A Thug,2001.0,Trick Daddy
1487,Eve 6,90,Here’s To The Night,2001.0,Eve 6
1488,Toby Keith,91,You Shouldn’t Kiss Me Like This,2001.0,Toby Keith
1489,Eden’s Crush,92,Get Over Yourself,2001.0,Eden’s Crush
1490,Debelah Morgan,93,Dance With Me,2001.0,Debelah Morgan
1491,Outkast,94,"So Fresh, So Clean",2001.0,Outkast
1492,Nelly,95,E.I.,2001.0,Nelly
1493,3 Doors Down,96,Be Like That,2001.0,3 Doors Down
1494,Pink,97,Most Girls,2001.0,Pink
1495,QB’s Finest,98,Oochie Wally,2001.0,QB’s Finest feat. Nas and Braveheart’s
1496,Enrique Iglesias,99,Hero,2001.0,Enrique Iglesias
1497,Fuel,100,Hemorrhage (In My Hands),2001.0,Fuel
1498,Faith Hill,1,Breathe,2000.0,Faith Hill
1499,Santana,2,Smooth,2000.0,Santana feat. Rob Thomas
1500,Santana,3,Maria Maria,2000.0,Santana feat. The Product GandB
1501,Joe,4,I Wanna Know,2000.0,Joe
1502,Vertical Horizon,5,Everything You Want,2000.0,Vertical Horizon
1503,Destiny’s Child,6,Say My Name,2000.0,Destiny’s Child
1504,Savage Garden,7,I Knew I Loved You,2000.0,Savage Garden
1505,Lonestar,8,Amazed,2000.0,Lonestar
1506,matchbox twenty,9,Bent,2000.0,matchbox twenty
1507,Toni Braxton,10,He Wasn’t Man Enough,2000.0,Toni Braxton
1508,Creed,11,Higher,2000.0,Creed
1509,Aaliyah,12,Try Again,2000.0,Aaliyah
1510,Destiny’s Child,13,Jumpin Jumpin’,2000.0,Destiny’s Child
1511,Sisqo,14,Thong Song,2000.0,Sisqo
1512,3 Doors Down,15,Kryptonite,2000.0,3 Doors Down
1513,Pink,16,There You Go,2000.0,Pink
1514,Madonna,17,Music,2000.0,Madonna
1515,Janet,18,Doesn’t Really Matter,2000.0,Janet
1516,Christina Aguilera,19,What A Girl Wants,2000.0,Christina Aguilera
1517,Brian McKnight,20,Back At One,2000.0,Brian McKnight
1518,‘N Sync,21,Bye Bye Bye,2000.0,‘N Sync
1519,Marc Anthony,22,You Sang To Me,2000.0,Marc Anthony
1520,Marc Anthony,23,I Need To Know,2000.0,Marc Anthony
1521,Montell Jordan,24,Get It On Tonite,2000.0,Montell Jordan
1522,Sisqo,25,Incomplete,2000.0,Sisqo
1523,Macy Gray,26,I Try,2000.0,Macy Gray
1524,‘N Sync,27,It’s Gonna Be Me,2000.0,‘N Sync
1525,Celine Dion,28,That’s The Way It Is,2000.0,Celine Dion
1526,Nelly,29,(Hot S**T) Country Grammar,2000.0,Nelly
1527,Blaque,30,Bring It All To Me,2000.0,Blaque
1528,Backstreet Boys,31,Show Me The Meaning Of Being Lonely,2000.0,Backstreet Boys
1529,Missy Elliott,32,Hot Boyz,2000.0,"Missy Elliott feat. Nas, EVE and Q-Tip"
1530,BBMak,33,Back Here,2000.0,BBMak
1531,Sonique,34,It Feels So Good,2000.0,Sonique
1532,Nine Days,35,Absolutely (Story Of A Girl),2000.0,Nine Days
1533,Creed,36,With Arms Wide Open,2000.0,Creed
1534,Enrique Iglesias,37,Be With You,2000.0,Enrique Iglesias
1535,Christina Aguilera,38,Come On Over Baby (All I Want Is You),2000.0,Christina Aguilera
1536,Ruff Endz,39,No More,2000.0,Ruff Endz
1537,Blink 182,40,All The Small Things,2000.0,Blink 182
1538,Faith Hill,41,The Way You Love Me,2000.0,Faith Hill
1539,Christina Aguilera,42,I Turn To You,2000.0,Christina Aguilera
1540,Third Eye Blind,43,Never Let You Go,2000.0,Third Eye Blind
1541,LeAnn Rimes,44,I Need You,2000.0,LeAnn Rimes
1542,Mariah Carey,45,Thank God I Found You,2000.0,Mariah Carey feat. Joe and 98 Degrees
1543,Jagged Edge,46,Let’s Get Married,2000.0,Jagged Edge
1544,Whitney Houston,47,My Love Is Your Love,2000.0,Whitney Houston
1545,Smash Mouth,48,Then The Morning Comes,2000.0,Smash Mouth
1546,iffel 65,49,Blue (Da Ba Dee),2000.0,iffel 65
1547,Sting,50,Desert Rose,2000.0,Sting feat. Cheb Mami
1548,Eminem,51,The Real Slim Shady,2000.0,Eminem
1549,Pink,52,Most Girls,2000.0,Pink
1550,Next,53,Wifey,2000.0,Next
1551,Everclear,54,Wonderful,2000.0,Everclear
1552,Britney Spears,55,Oops!… I Did It Again,2000.0,Britney Spears
1553,Jessica Simpson,56,I Wanna Love You Forever,2000.0,Jessica Simpson
1554,98 Degrees,57,Give Me Just One Night (Una Noche ),2000.0,98 Degrees
1555,Filter,58,Take A Picture,2000.0,Filter
1556,Red Hot Chili Peppers,59,Otherside,2000.0,Red Hot Chili Peppers
1557,Jay-Z,60,Big Pimpin’,2000.0,Jay-Z feat. UGK
1558,Son By Four,61,Purest Of Pain (A Puro Dolor),2000.0,Son By Four
1559,Jagged Edge,62,He Can’t Love U,2000.0,Jagged Edge
1560,Avant,63,Separated,2000.0,Avant
1561,Carl Thomas,64,I Wish,2000.0,Carl Thomas
1562,Donell Jones,65,U Know What’s Up,2000.0,Donell Jones
1563,SoulDecision,66,Faded,2000.0,SoulDecision feat. Thrust
1564,Kid Rock,67,Only God Knows Why,2000.0,Kid Rock
1565,Mystikal,68,Shake Ya Ass,2000.0,Mystikal
1566,Erykah Badu,69,Bag Lady,2000.0,Erykah Badu
1567,Train,70,Meet Virginia,2000.0,Train
1568,DMX,71,Party Up (Up In Here),2000.0,DMX
1569,Mya,72,Case Of The Ex (Whatcha Gonna Do),2000.0,Mya
1570,Dr. Dre,73,Forget About Dre,2000.0,Dr. Dre feat. Eminem
1571,Jo Dee Messina,74,That’s The Way,2000.0,Jo Dee Messina
1572,Westlife,75,Swear It Again,2000.0,Westlife
1573,Dr. Dre,76,The Next Episode,2000.0,Dr. Dre feat. Snoop Dogg
1574,Britney Spears,77,From The Bottom Of My Broken Heart,2000.0,Britney Spears
1575,Savage Garden,78,Crash And Burn,2000.0,Savage Garden
1576,Chad Brock,79,Yes!,2000.0,Chad Brock
1577,George Strait,80,The Best Day,2000.0,George Strait
1578,Donell Jones,81,Where I Wanna Be,2000.0,Donell Jones
1579,Toby Keith,82,How Do You Like Me Now?!,2000.0,Toby Keith
1580,Tim McGraw,83,My Best Friend,2000.0,Tim McGraw
1581,Goo Goo Dolls,84,Broadway,2000.0,Goo Goo Dolls
1582,Da Brat,85,What’chu Like,2000.0,Da Brat feat. Tyrese
1583,Kandi,86,Don’t Think I’m Not,2000.0,Kandi
1584,Lee Ann Womack and Sons Of The Desert,87,I Hope You Dance,2000.0,Lee Ann Womack and Sons Of The Desert
1585,Alice Deejay,88,Better Off Alone,2000.0,Alice Deejay
1586,Debelah Morgan,89,Dance With Me,2000.0,Debelah Morgan
1587,Lonestar,90,What About Now,2000.0,Lonestar
1588,Sammie,91,I Like It,2000.0,Sammie
1589,Kevon Edmonds,92,24/7,2000.0,Kevon Edmonds
1590,LFO,93,Girl On TV,2000.0,LFO
1591,Lil Bow Wow,94,Bounce With Me,2000.0,Lil Bow Wow feat. Xscape
1592,Dixie Chicks,95,Cowboy Take Me Away,2000.0,Dixie Chicks
1593,Aaliyah,96,I Don’t Wanna,2000.0,Aaliyah
1594,Destiny’s Child,97,Independent Women Part I,2000.0,Destiny’s Child
1595,Samantha Mumba,98,Gotta Tell You,2000.0,Samantha Mumba
1596,Jennifer Lopez,99,Waiting For Tonight,2000.0,Jennifer Lopez
